station _1,station _10,station _11,station _12,station _13,station _14,station _15,station _16,station _17,station _18,station _19,station _2,station _20,station _21,station _22,station _23,station _24,station _25,station _3,station _4,station _5,station _6,station _7,station _8,station _9
15.666666666666668,29.0,18.55555555555556,22.61111111111111,16.77777777777778,14.555555555555555,32.611111111111114,30.611111111111107,25.72222222222222,22.77777777777778,11.833333333333332,21.38888888888889,22.61111111111111,12.777777777777777,24.22222222222221,22.0,12.27777777777778,29.0,26.22222222222222,25.27777777777778,18.666666666666664,20.0,17.27777777777778,19.166666666666668,22.277777777777775
15.444444444444445,27.88888888888889,23.111111111111107,24.0,18.277777777777786,14.000000000000002,33.55555555555556,31.83333333333333,23.000000000000004,23.88888888888889,14.944444444444445,23.05555555555556,23.5,12.555555555555555,24.0,21.5,11.61111111111111,30.05555555555555,24.944444444444446,25.55555555555556,17.61111111111111,19.388888888888893,16.444444444444446,18.61111111111111,23.61111111111111
15.277777777777777,25.77777777777778,26.44444444444444,25.0,20.0,13.555555555555554,34.0,32.5,20.38888888888889,24.611111111111107,17.77777777777778,24.55555555555556,24.166666666666664,12.388888888888888,23.444444444444446,21.166666666666664,10.833333333333334,30.666666666666668,22.88888888888889,25.500000000000004,16.666666666666668,18.77777777777777,15.72222222222222,18.111111111111107,24.611111111111107
15.38888888888889,23.722222222222225,28.88888888888889,25.611111111111107,21.944444444444443,13.22222222222222,33.94444444444444,32.44444444444445,18.05555555555556,24.944444444444446,19.77777777777777,25.83333333333333,24.388888888888893,12.5,21.77777777777778,20.83333333333333,10.22222222222222,30.88888888888889,21.38888888888889,25.166666666666664,15.88888888888889,18.111111111111107,15.055555555555555,17.72222222222222,24.833333333333336
16.61111111111111,22.77777777777778,30.72222222222222,25.55555555555556,24.0,13.11111111111111,33.27777777777778,31.77777777777778,16.444444444444446,24.833333333333336,21.5,26.888888888888893,24.27777777777778,15.499999999999998,18.94444444444444,20.611111111111107,9.666666666666666,30.500000000000004,20.444444444444443,24.166666666666664,14.833333333333334,17.61111111111111,14.444444444444445,17.388888888888886,24.666666666666668
18.38888888888889,21.83333333333333,32.05555555555556,24.833333333333336,26.22222222222222,15.166666666666664,31.333333333333336,29.944444444444446,14.888888888888888,24.22222222222221,23.05555555555556,27.38888888888889,23.722222222222225,19.27777777777778,16.166666666666668,20.38888888888889,9.388888888888888,29.611111111111107,19.55555555555556,22.27777777777777,14.11111111111111,16.944444444444443,14.833333333333334,17.055555555555557,23.94444444444444
20.33333333333333,21.0,33.11111111111111,22.944444444444443,28.111111111111107,17.11111111111111,28.05555555555556,26.944444444444443,13.833333333333332,23.000000000000004,24.05555555555556,27.38888888888889,22.77777777777778,21.666666666666668,14.833333333333334,20.72222222222222,12.111111111111107,27.111111111111107,18.88888888888889,20.944444444444446,15.88888888888889,18.77777777777777,18.722222222222225,16.77777777777778,21.888888888888893
21.944444444444443,20.166666666666664,33.94444444444444,19.833333333333336,29.611111111111107,18.88888888888889,26.0,24.388888888888893,12.611111111111112,19.944444444444446,24.666666666666668,26.72222222222221,20.72222222222222,23.55555555555556,14.055555555555554,22.444444444444446,15.333333333333334,22.944444444444443,18.22222222222222,20.166666666666664,19.77777777777777,21.166666666666664,22.166666666666668,16.444444444444446,18.333333333333332
23.000000000000004,19.444444444444443,34.22222222222222,17.83333333333333,30.55555555555556,20.55555555555556,24.388888888888893,22.77777777777778,11.722222222222223,16.77777777777778,24.666666666666668,25.444444444444443,18.666666666666664,24.72222222222222,13.055555555555555,24.444444444444443,18.61111111111111,21.333333333333336,17.77777777777778,19.444444444444443,22.38888888888889,23.33333333333333,24.5,16.166666666666668,16.72222222222222
23.722222222222225,18.55555555555556,34.111111111111114,16.555555555555554,30.77777777777778,22.22222222222222,23.000000000000004,21.333333333333336,10.999999999999998,15.22222222222222,24.444444444444443,23.05555555555556,17.444444444444443,25.500000000000004,12.388888888888888,26.27777777777777,21.888888888888893,19.27777777777778,17.22222222222222,18.833333333333336,24.55555555555556,25.11111111111111,26.611111111111114,16.055555555555554,15.72222222222222
24.111111111111114,17.83333333333333,33.55555555555556,15.555555555555555,30.38888888888889,23.722222222222225,21.83333333333333,20.222222222222225,10.22222222222222,14.055555555555554,23.722222222222225,21.05555555555556,16.555555555555554,25.77777777777778,11.666666666666666,27.83333333333333,24.388888888888893,18.111111111111107,16.88888888888889,18.33333333333333,26.5,26.72222222222221,28.33333333333333,15.999999999999998,14.666666666666666
24.111111111111114,17.22222222222222,32.05555555555556,14.666666666666666,29.111111111111114,25.05555555555555,20.777777777777786,18.88888888888889,11.77777777777778,12.999999999999998,22.0,19.72222222222222,15.61111111111111,25.83333333333333,10.999999999999998,29.0,25.83333333333333,16.77777777777778,16.444444444444446,17.77777777777778,28.111111111111107,28.33333333333333,29.444444444444443,17.0,13.444444444444446
23.88888888888889,17.0,28.22222222222222,13.88888888888889,27.166666666666668,26.0,19.833333333333336,17.666666666666664,15.72222222222222,11.77777777777778,18.94444444444444,18.722222222222225,14.555555555555555,25.27777777777778,10.388888888888893,29.833333333333336,26.333333333333336,15.777777777777777,16.166666666666668,17.333333333333336,29.5,29.55555555555556,30.27777777777778,18.38888888888889,12.611111111111112
23.277777777777786,18.38888888888889,25.88888888888889,13.22222222222222,25.27777777777778,26.72222222222221,19.05555555555556,16.555555555555554,19.72222222222222,11.166666666666668,17.11111111111111,17.83333333333333,13.88888888888889,24.55555555555556,9.833333333333334,30.38888888888889,26.5,14.77777777777778,15.833333333333332,17.0,30.27777777777778,30.33333333333333,30.72222222222222,20.0,11.833333333333332
22.05555555555556,20.27777777777778,24.05555555555556,12.666666666666664,23.55555555555556,26.944444444444443,18.38888888888889,15.444444444444445,22.722222222222225,10.388888888888893,15.777777777777777,16.88888888888889,13.22222222222222,23.666666666666664,9.388888888888888,30.666666666666668,26.44444444444444,14.000000000000002,16.666666666666668,16.61111111111111,30.83333333333333,30.72222222222222,30.77777777777778,21.666666666666668,10.999999999999998
20.500000000000004,22.722222222222225,22.55555555555556,12.27777777777778,22.0,26.55555555555556,17.61111111111111,14.333333333333332,25.0,9.77777777777778,14.944444444444445,16.055555555555554,12.777777777777777,22.5,9.333333333333332,30.500000000000004,26.22222222222222,13.333333333333332,18.5,16.277777777777775,30.944444444444446,30.77777777777778,30.500000000000004,23.166666666666668,10.277777777777777
19.27777777777778,24.833333333333336,21.166666666666664,11.833333333333332,20.55555555555556,25.05555555555555,17.0,13.38888888888889,26.77777777777778,9.333333333333332,14.27777777777778,15.277777777777777,12.444444444444445,20.27777777777778,12.333333333333334,30.11111111111111,25.666666666666668,12.5,20.666666666666668,15.999999999999998,30.500000000000004,30.222222222222225,29.77777777777777,24.444444444444443,9.5
18.55555555555556,26.55555555555556,19.666666666666668,11.500000000000002,19.388888888888893,22.5,16.555555555555554,12.777777777777777,28.166666666666668,8.944444444444445,13.722222222222223,14.611111111111107,12.111111111111107,18.666666666666664,15.22222222222222,29.27777777777778,24.166666666666664,12.0,22.5,16.5,29.88888888888889,29.0,28.27777777777778,25.166666666666664,9.11111111111111
17.83333333333333,27.83333333333333,18.000000000000004,11.166666666666668,18.33333333333333,20.666666666666668,18.38888888888889,16.333333333333332,29.0,8.666666666666668,13.11111111111111,14.11111111111111,12.0,17.22222222222222,18.277777777777786,27.38888888888889,21.0,13.722222222222223,23.94444444444444,17.77777777777778,28.72222222222222,26.55555555555556,25.27777777777778,25.555555555555557,8.555555555555555
17.333333333333336,28.72222222222222,16.72222222222222,12.666666666666664,17.444444444444443,19.166666666666668,21.666666666666668,19.5,29.27777777777778,9.000000000000002,12.444444444444445,13.61111111111111,12.111111111111107,16.11111111111111,21.0,25.38888888888889,18.38888888888889,17.11111111111111,25.0,19.388888888888893,26.77777777777778,24.27777777777778,23.166666666666668,25.33333333333333,10.666666666666668
16.833333333333332,29.388888888888893,15.22222222222222,14.77777777777778,16.666666666666668,17.88888888888889,24.666666666666668,22.333333333333336,29.166666666666664,12.555555555555555,11.77777777777778,13.555555555555554,14.444444444444445,15.0,23.000000000000004,24.27777777777778,16.61111111111111,19.88888888888889,25.88888888888889,21.11111111111111,23.88888888888889,23.05555555555556,21.77777777777778,24.666666666666668,13.166666666666668
16.444444444444446,29.88888888888889,14.166666666666666,16.833333333333332,16.055555555555554,16.833333333333332,27.05555555555556,24.72222222222222,28.94444444444444,16.166666666666668,11.222222222222223,15.777777777777777,17.555555555555557,14.166666666666666,23.94444444444444,23.444444444444446,15.22222222222222,22.55555555555556,26.333333333333336,22.5,22.0,22.22222222222222,20.500000000000004,23.55555555555556,15.61111111111111
16.11111111111111,30.05555555555555,13.444444444444446,18.77777777777777,15.444444444444445,15.944444444444446,29.22222222222221,26.888888888888893,28.444444444444446,19.111111111111114,10.88888888888889,17.88888888888889,19.61111111111111,13.555555555555554,24.111111111111114,22.83333333333333,14.27777777777778,25.166666666666664,26.55555555555556,23.666666666666664,20.88888888888889,21.333333333333336,19.22222222222221,21.666666666666668,18.166666666666668
15.833333333333332,29.833333333333336,13.444444444444446,20.611111111111107,15.444444444444445,15.166666666666664,31.0,28.94444444444444,27.444444444444446,21.166666666666664,10.333333333333334,19.666666666666668,21.166666666666664,13.22222222222222,24.22222222222221,22.333333333333336,13.22222222222222,27.27777777777777,26.55555555555556,24.444444444444443,19.88888888888889,20.611111111111107,18.166666666666668,20.0,20.222222222222225
15.61111111111111,29.27777777777778,18.22222222222222,22.27777777777777,16.72222222222222,14.5,32.27777777777777,30.666666666666668,25.666666666666668,22.666666666666664,11.555555555555554,21.38888888888889,22.5,12.777777777777777,24.166666666666664,21.83333333333333,12.166666666666666,28.94444444444444,25.944444444444446,25.05555555555555,18.833333333333336,19.833333333333336,17.11111111111111,19.222222222222214,21.999999999999996
